Country,Company Name,Company ID 1,Company ID 2,Company ID 3,Company ID 4,Country,ZIP Code
IT,ECOLOGY GREEN S.R.L.,,,,IT02627970789,,
IT,GLOBAL GEST S.R.L.,,,,IT02635350362,,
IT,RIELLO S.P.A.,,,,IT02641790239,,
IT,M.G.S. Tecnoimpianti S.R.L.,,,,IT02644130235,,
IT,CECCHINATO IMPIANTI s.r.l.,,,,IT02656550288,,
IT,CALEFFI S.R.L.,,,,IT02698580368,,
IT,BELLONI IMPIANTI ELETTRICI S.R.L.,,,,IT02728771201,,
IT,PUNTO SOLUTIONS SRLS,,,,IT02776130599,,
IT,HANWHA Q CELLS GmbH,,,,IT02789760218,,
IT,ENERSOLARE E.S.Co. S.R.L.,,,,IT02791400787,,
IT,PASINI IMPIANTI S.R.L.,,,,IT02792921203,,
IT,GALVACOM S.R.L.,,,,IT02822830986,,
IT,STUDIO RINNOVABILE DI CAMPANA FRANCESCO,,,,IT02826050789,,
IT,I.M.M.M.E.S. s.r.l.,,,,IT02835430279,,
IT,SKY-NRG S.R.L.,,,,IT02916190982,,
IT,CBF IMPIANTI S.R.L.,,,,IT02920961204,,
IT,R.F. IMPIANTI SRL socio unico,,,,IT02936261201,,
IT,DISMECO S.R.L.,,,,IT02946731201,,
IT,SOLAREA S.R.L.,,,,IT02953920986,,
IT,SG TECNOSERVIZI SAS,,,,IT02987890270,,
IT,ASITECH S.R.L.,,,,IT02994390165,,
IT,NEVEROIL SRL,,,,IT03002080988,,
IT,MICHIELET CLAUDIO & C. S.N.C.,,,,IT03015760261,,
IT,ITTICA VILLAREGIA S.R.L.,,,,IT03019080245,,
IT,GRUPPO ROMANI S.P.A.,,,,IT03028130361,,
IT,MACROSOLAR SRL,,,,IT03029701202,,
IT,STUDIO TECNICO ROSA p.i. MARCO,,,,IT03030080232,,
IT,FI.ME. S.N.C.,,,,IT03047180926,,
IT,EDILTUNNEL SRL,,,,IT03061800755,,
IT,CIEFFE di Fabrizio Colpani,,,,IT03069770174,,
IT,ALTOMONTE FV S.R.L.,,,,IT03077520793,,
IT,STN CONSULTING SAS di Gianluca Nunnari & C.,,,,IT03096280791,,
IT,Green Moving S.r.l.,,,,IT03100591209,,
IT,KHUNKEN TECNOLOGY S.R.L.,,,,IT03112790047,,
IT,PLANET SOLAR S.R.L.,,,,IT03133740831,,
IT,ELETTROPREFABBRICATI di Camilli Loretta,,,,IT03136920547,,
IT,JinkoSolar Italia Srl,,,,IT03137381202,,
IT,GEASOL,,,,IT03183230543,,
IT,CIRIO SOCIETA' AGRICOLA S.R.L.,,,,IT03189220613,,
IT,Vignol System S.r.l. Socio unico,,,,IT03197160363,,
IT,KEITA S.R.L.,,,,IT03201670878,,
IT,SALENTO AUTOGAS S.N.C.,,,,IT03202620757,,
IT,ABN ENERGY&EFFICIENCY SRL LOW PROFIT,,,,IT03219770546,,
IT,ELETTROSERVICE S.N.C.,,,,IT03228650267,,
IT,BIOTECH ENERGIA PIEMONTE S.R.L.,,,,IT03244080044,,
IT,ROLANDO s.a.s.,,,,IT03248760047,,
IT,RIGHI ELETTROSERVIZI SPA,,,,IT03252650407,,
IT,TWELVE ENERGY SOC. AGRICOLA S.R.L.,,,,IT03263560926,,
IT,ENERGY INTELLIGENCE S.R.L.,,,,IT03292581208,,
IT,HGT SRL,,,,IT03299280127,,
IT,SISTEMI TECNOLOGIE SOLARI S.A.S.,,,,IT03305960241,,
IT,Riva s.r.l.,,,,IT03311340040,,
IT,ERGA SI S.R.L.,,,,IT03320170545,,
IT,ENERGETICA SRL,,,,IT03344390368,,
IT,BAS ENGINEERING S.r.l.,,,,IT03379830544,,
IT,P.R. GEST SRL,,,,IT03412320040,,
IT,SIGMA ENERGY S.R.L.,,,,IT03453460713,,
IT,STUDIO TECNICO ING. FRANCESCATO,,,,IT03464910243,,
IT,BERRETTA IMPIANTI S.R.L.,,,,IT03470930045,,
IT,OMNIA S.R.L.,,,,IT03479410361,,
IT,GLOBAL POWER SERVICE SPA,,,,IT03489670236,,
IT,ZANI RANZENIGO & C S.P.A.,,,,IT03499750176,,
IT,KAM ENERGY SRL,,,,IT03506980758,,
IT,CLIMATECH SRL,,,,IT03519780237,,
IT,KENNEW S.R.L.,,,,IT03526840164,,
IT,TEM SRLS,,,,IT03537940045,,
IT,4 SUN S.R.L.,,,,IT03556450165,,
IT,Falegnameria Fracasso,,,,IT03563060270,,
IT,X-ELIO Bonassisi S.r.l.,,,,IT03580150716,,
IT,GEMANCO S.P.A.,,,,IT03583300722,,
IT,ENERGETICA S.R.L. Soc. Unipersonale,,,,IT03608760165,,
IT,AZIENDA AGRICOLA MALECTA S.R.L.,,,,IT03612300875,,
IT,DEMO ENERGIA Societ… Coop. Soc.,,,,IT03617810134,,
IT,CASPAR O&M S.R.L.,,,,IT03637120167,,
IT,NEW PROJECT S.r.l.,,,,IT03650410271,,
IT,COZZOLINO S.R.L.,,,,IT03656921214,,
IT,SUNELECTRICS S.R.L.,,,,IT03660390406,,
IT,DIMAT S.R.L.,,,,IT03661230288,,
IT,CADM ENERGIA S.A.S.,,,,IT03665760751,,
IT,LUMA IMPIANTI S.A.S.,,,,IT03669820239,,
IT,ELETTROMEC S.R.L.,,,,IT03703960264,,
IT,CONTI SISTEMI SRL,,,,IT03752490239,,
IT,IDEA ENERGIA di Palma Nataly,,,,IT03759610615,,
IT,SOLUZIONI ENERGETICHE SRL,,,,IT03785190236,,
IT,L-POWER S.N.C.,,,,IT03790050714,,
IT,Building Energy Group S.r.l.,,,,IT03813470717,,
IT,ING S.R.L.,,,,IT03830390161,,
IT,TECH4SUN SRL,,,,IT03842330403,,
IT,ANTONIO S.R.L.,,,,IT03853810160,,
IT,SINERGI S.R.L.,,,,IT03861900235,,
IT,MASSAROTTI Cav. Giulio S.r.l.,,,,IT03870310871,,
IT,KRK ENERGY SERVICE s.r.l.,,,,IT03872700160,,
IT,EZELIO S.R.L.,,,,IT03897370759,,
IT,Facchi Marco,,,,IT03942790167,,
IT,QUERACOM ENERGIA s.r.l.,,,,IT03973890878,,
IT,SILVER ENERGY S.R.L.,,,,IT04023080270,,
IT,SOLON S.p.A.,,,,IT04039610284,,
IT,OMNIA S.R.L. PROFESSIONAL ADVISOR,,,,IT04117260234,,
IT,ATON s.r.l.,,,,IT04161640406,,
IT,ECO3 ENGINEERING S.R.L.,,,,IT04221630264,,
IT,ENECOM TECH S.R.L.,,,,IT04221960232,,
IT,SOLUZIONI SRLS,,,,IT04269510279,,
IT,ENERGREEN SRL,,,,IT04297030274,,
IT,VEGLAR ENERGIA S.R.L.,,,,IT04305420756,,
IT,TECOSERVICE S.A.S. di DI FEO KATIUSCIA & C.,,,,IT04333940650,,
IT,MARMORATA ENERGIA S.R.L.,,,,IT04425390285,,
IT,ELLOMAY PV TWO S.R.L.,,,,IT04482560283,,
IT,ELETTROSYSTEM S.R.L.,,,,IT04503690655,,
IT,CARMA s.r.l.,,,,IT04524330158,,
IT,ASYTECH S.R.L.,,,,IT04526190758,,
IT,L.S.C. S.R.L.,,,,IT04554790875,,
IT,LDL ENGINEERING S.R.L.,,,,IT04603790967,,
IT,POWERTEK S.R.L.,,,,IT04607390285,,
IT,ICS SRL,,,,IT04618030755,,
IT,ELETTRONICA ITALIA SRL,,,,IT04636320758,,
IT,ESAPRO SOLUTION S.R.L.,,,,IT04661070286,,
IT,DITTA MINEO EPIFANIO,,,,IT04802360877,,
IT,RGR ELETTRA SRL,,,,IT04821440155,,
IT,SYSTEMIA S.R.L,,,,IT04864070877,,
IT,RESTAG S.R.L.,,,,IT04886500653,,
IT,EDIL SERVICE ITALIA S.R.L.,,,,IT05091770825,,
IT,TECNOVA s.r.l.,,,,IT05108410720,,
IT,ENERNEW S.R.L.,,,,IT05183850964,,
IT,U.E. S.P.A.,,,,IT05229680961,,
IT,BLUE SKY ESCO S.r.l.s.,,,,IT05243680658,,
IT,Energy Solutions s.r.l.,,,,IT05357930873,,
IT,LOGI.TECH S.R.L.,,,,IT05446221003,,
IT,QUOTIDIA S.P.A.,,,,IT05504270967,,
IT,RRL Ricambi e Rettifiche Laziali S.r.l.,,,,IT05588641000,,
IT,PES ENERGIA SRL,,,,IT05651740820,,
IT,VESTA S.R.L.,,,,IT05770780962,,
IT,ANDROMEDA WIND  S.r.l.,,,,IT05807831218,,
IT,ECOSOLAR S.R.L.,,,,IT05828680826,,
IT,ERRE GROUP S.R.L.,,,,IT05834700824,,
IT,SAEM ENERGIE ALTERNATIVE S.R.L.,,,,IT05852700722,,
IT,PLT Engineering S.r.l.,,,,IT05857900723,,
IT,RESEDA scsi,,,,IT05865331002,,
IT,RADIANT S.R.L.,,,,IT05954180484,,
IT,GEOSOL ITALIA S.R.L.,,,,IT05987510962,,
IT,GIUSIANO LEGNAMI S.R.L.,,,,IT06182160017,,
IT,ELETTRICA LED S.R.L.,,,,IT06278070963,,
IT,INPOWER S.R.L.,,,,IT06357751210,,
IT,ELFOR S.R.L.,,,,IT06461810969,,
IT,WeCo srls,,,,IT06567530487,,
IT,Solar Utility Salento s.r.l.,,,,IT06575250961,,
IT,CA.ME.G S.P.A.,,,,IT06575871212,,
IT,RENIENCE DI PRIVEQUIT CAPITAL MANAGEMENT SRL,,,,IT06626070962,,
IT,3SUN S.R.L.,,,,IT06683910969,,
IT,SISTEMI SOLARI S.R.L.,,,,IT06727300722,,
IT,H Engineering di Antonio Accardo,,,,IT06812450721,,
IT,G.M. IMPIANTI,,,,IT06826950013,,
IT,URBETECHNO S.R.L.,,,,IT06880000721,,
IT,FEB PROGETTO ENERGIA S.A.S.,,,,IT06884970721,,
IT,NUENERGY SERVICE S.R.L.,,,,IT06932240721,,
IT,SKY SOLAR ENERGIE RINNOVABILI 8 s.r.l.,,,,IT07101380967,,
IT,TIRRENO POWER S.P.A.,,,,IT07242841000,,
IT,HOMES S.R.L.,,,,IT07381340962,,
IT,ABAKUS SERVICE S.R.L.,,,,IT07621270961,,
IT,Alnicam srl,,,,IT07645900965,,
IT,EVONAT S.R.L.,,,,IT07736640728,,
IT,DARIO CATAUDELLA,,,,IT07792230968,,
IT,VILLAPIANA FOTOVOLTAICO S.R.L.,,,,IT07918750964,,
IT,QUOTIDIA SERVICE S.R.L.,,,,IT07935930961,,
IT,Shannon Italia SRL,,,,IT08063170156,,
IT,B.I.O.TEC. S.R.L.,,,,IT08095200013,,
IT,IMPIANTI & STRUTTURE S.R.L.,,,,IT08699020965,,
IT,BLU ITALIA ENERGIA S.R.L.,,,,IT08731190966,,
IT,SOCIET… AGRICOLA MARCHESINA S.R.L.,,,,IT08915130150,,
IT,ENERQOS S.P.A.,,,,IT09163741003,,
IT,LT S.R.L.,,,,IT09170680962,,
IT,SOLERGYS S.P.A.,,,,IT09736061004,,
IT,ELEMENTI S.R.L.,,,,IT09823570016,,
IT,SUNLITE,,,,IT09977171009,,
IT,ISIS S.r.l.,,,,IT10029011003,,
IT,EUROENERGY S.P.A.,,,,IT10092090017,,
IT,NEW WORLD S.R.L.,,,,IT10146701007,,
IT,LIMITED ENERGY S.R.L,,,,IT10206111006,,
IT,9REN ESPA¥A S.L.U. Italian Branch,,,,IT10210021001,,
IT,HOLDING FOTOVOLTAICA SPA,,,,IT10434171004,,
IT,B ENERGY Srl,,,,IT10494661001,,
IT,INTELLIENERGIA SRL,,,,IT10619391005,,
IT,ELIOCOOP SOC. COOP.,,,,IT10916791006,,
IT,RINNOVA ENERGY SOLUTION S.r.l.,,,,IT11213320010,,
IT,DIFESA SERVIZI s.p.a.,,,,IT11345641002,,
IT,PROGETTO TERRA S.R.L.,,,,IT11694530152,,
IT,RTR O&M,,,,IT12146771006,,
IT,Alpiq InTec Milano S.p.A.,,,,IT12763640153,,
RO,SC SOAREST SRL,,,,RO30587161,,
PS,EXCELLENT SYSTEMS,,,,,,
AE,SAT Engineering & Supplies LLC,,,,,,
IR,MAPNIRAN CO. - Pars Niroo Iranian Consultant Engineering,,,,,,
TR,INTENOWA ENERJI Elektrik Elektronik San. Tic. Ltd. Sti.,,,,,,
GE,IZZAT MARJI GROUP,,,,,,
TR,GIDA TEKSTIL CIHAZ DIS TICARET LTD.,,,,,,
RS,LOGO D.O.O.,,,,,,
AE,BELECTRIC GULF Ltd,,,,,,
CF,Fraternit… Francescana di Betania,,,,,,
LB,SOLARNET sarl,,,,,,
KW,"Alghanim and Debbas General Trading Company WLL,",,,,,,
EG,ENERGY SYSTEMS COMPONENTS,,,,,,
LB,Matta et Associes SAL,,,,,,
EC,SUNCO SISTEMA FOTOVOLTAICO CIA. LTDA.,,,,,,
US,Turan Consulting LLC,,,,,,
LK,SOLITRA POWER,,,,,,
EG,HAMMER ELECTRIC S.A.E.,,,,,,
TR,URETEN TARIM HAYV. GIDA MAK. SAN. TIC. LTD. STI.,,,,,,
TR,ENSO Enerji DanÕ?manlÕk Ltd.?ti.,,,,,,
PT,GLOBAL HYDRO ENERGY GmbH,,,,PT980551307,,
ES,CONSTRUCCIONES FERROVIARIAS DE MADRS.L.,,,,ESB84509223,,
GB,GE ENERGY,,,,GB545723044,,
BG,VAPTECH LTD.,,,,,,
NO,"SIEMENS, A.S.",,,,,,
CA,BLUEARTH ASSET MANAGEMENT INC.,,,,,,
PE,EMPRESA DE GENERACION ELECTRICA DES.A.C.,,,,,,
TR,EGESIM ENERJI ELEKTROMEKANIK VE ELETAAHHUT SAN. TIC.,,,,,,
MX,"FUNDICIONES DE ACERO ESTRUCTURAL,S.A. DE C.V.",,,,,,
ES,Fotowatio Renewable Ventures Servic,,,,ESB86238433,,
ES,"Bester Generacion, S.L.U",,,,ESB91819748,,
ES,Electricidad y Srvicios Berdún,,,,ESB98559024,,
ES,GESTERNOVA SERVICIOS ENERGÉTICOS S.,,,,ESA87811634,,
ES,GLOBAL INVESTMENT BUSINESS S.L,,,,ESB86853645,,
ES,Dasoluz Seguidores Solares,,,,ESB49254485,,
ES,Sociedad Municipal Agaete Cultura y,,,,ESB35896893,,
DE,Hämmerling the Tyre Company Gmbh,,,,DE126255285,,
ES,NEINVER LA TOJA S.L.U,,,,ESB85385920,,
EL,ENEL GREEN POWER HELLAS S.A,,,,EL10236451000,,
IT,EBRILLE S.R.L.,,,,IT000270890056,,
IT,CONGLOMERATI BITUMINOSI VOMANO di DI SABATINO OSCAR,,,,IT00078360674,,
IT,MOLINO POLVERINI DI GIUSEPPE POLVERINI,,,,IT00138750427,,
IT,SOC. AGR. BENELLI ELVINO E G. PAOLO,,,,IT00156000192,,
IT,ALPI RENATO,,,,IT00237381207,,
IT,ENRICO GISMONDI S.R.L.,,,,IT00263930109,,
IT,SPANGARO FRANCO IMPIANTI ELETTRICI,,,,IT00502670300,,
IT,OVER SOUND di Sovilla Rinaldo,,,,IT00517700258,,
IT,BASE HOUSE S.R.L.,,,,IT00556620649,,
IT,DOTT. VINCENZO LUCIANI,,,,IT00565200623,,
IT,I.M.A.Z. S.R.L.,,,,IT00573340817,,
IT,SOCIETA AGRICOLA FLOROVIVAISTICA FLORA SS,,,,IT00581301207,,
IT,BENFENATI PIER PAOLO,,,,IT00616910378,,
IT,CARRISI FRANCESCO,,,,IT00644950743,,
IT,Az. Agricola Stella Gianni e Stella Claudio,,,,IT00645560301,,
IT,S.A.B. RIELLO SRL,,,,IT00683680268,,
IT,I.RI.CO. S.P.A.,,,,IT00737180158,,
IT,AZIENDA AGRICOLA BELLAGAMBA ENZO,,,,IT00775400419,,
IT,MAURO MENGOZZI,,,,IT00778330399,,
IT,IMPRESA AGRICOLA DEL BUONO FRANCESCO,,,,IT00782660716,,
IT,HOTEL ERMOCOLLE di Antonucci Eva,,,,IT00824160675,,
IT,IMPIANTI ELETTRICI S.P.S. SNC,,,,IT00861090520,,
IT,C.E.M. Costruzioni Elettromeccaniche,,,,IT00870250917,,
IT,BALANTI GIOVANNI,,,,IT00875480394,,
IT,DANELLI PAOLO,,,,IT00898760194,,
IT,SOCIETA AGRICOLA CARBONARA DI LUIGI PADOANI & C.,,,,IT00953840386,,
IT,"FAVERZANI PIERVITTORIO, MIRINA, ROBERTO SOC. AGR. S.S.",,,,IT01002500195,,
IT,LUCIANO MULAS,,,,IT01020090922,,
IT,Vacquin & Gens SS di Vacquin Savino & C.,,,,IT01031540071,,
IT,AZIENDA AGRICOLA CHABLOZ EZIO,,,,IT01048430076,,
IT,NOVA VETRO SRL,,,,IT0105110433,,
IT,AZ. AGR. CAVALLINI ELVA,,,,IT01104660384,,
IT,STUDIO TECNICO FABIO ROCCHI,,,,IT01168720538,,
IT,MUGGIRI SALVATORE,,,,IT01238570913,,
IT,FONDAZIONE SIMONE STELLA LEONE GROSSI,,,,IT01254190091,,
IT,EMMEVI S.R.L.,,,,IT0126090887,,
IT,AZIENDA AGRICOLA ISABELLA S.S.,,,,IT01295540338,,
IT,ZILIO SOLAR S.R.L.,,,,IT012964701002,,
IT,TINE' ITRIA,,,,IT01297270520,,
IT,Impresa Casu Antonino di Casu Antonino,,,,IT01313390922,,
IT,AZIENDA AGRICOLA CLAUDIO PAGANO,,,,IT01322070895,,
IT,Studio Tecnico Per.Ind. Stefano Caproni,,,,IT01322550383,,
IT,ING. MASSIMILIANO GATTUSO,,,,IT01346340092,,
IT,VINCENZO RUFFINO & C. S.A.S.,,,,IT01376310858,,
IT,MEGA 2 ENERGY S.R.L.,,,,IT01384150882,,
IT,CA.SA. ENERGY S.R.L.,,,,IT01385380884,,
IT,STUDIO TECNICO PROIETTO,,,,IT01407020054,,
IT,GREEN POWER s.r.l.,,,,IT01419250889,,
IT,AZIENDA AGRICOLA LOMBARDIA S.R.L.,,,,IT01435930886,,
IT,AZIENDA AGRICOLA MERIGO EUGENIO AGOSTINO,,,,IT01436350191,,
IT,ELETTRA SUD S.A.S. di Aliperti Diletta e C.,,,,IT01491171219,,
IT,ING. DAVID DAVIDE,,,,IT01558250930,,
IT,G.R. ELECTRIC S.R.L.,,,,IT01558840169,,
IT,PARROCCHIA NATIVITA? DI MARIA VERGINE,,,,IT01578370387,,
IT,SITEK SRL,,,,IT01587050426,,
IT,IMPRESA INDIVIDUALE VIGNALI PIERO,,,,IT01600730517,,
IT,AZIENDA AGRICOLA COLLALTO GIUSTINIANI CECILIA,,,,IT01616180152,,
IT,CIANI Massimo ditta individuale,,,,IT01617650401,,
IT,Cisca Solar S.r.l.,,,,IT01658550767,,
IT,SOCIETA' AGRICOLA SAN LUIGI SRL,,,,IT01668610890,,
IT,TERMOIDRAULICA MENTI FLAVIO & C. Snc,,,,IT01670780244,,
IT,Solar Group S.a.s. di Pepe M.A. & C,,,,IT01680130893,,
IT,SOCIETA? AGRICOLA CAUZZI ENZO E MIRCO S.S.,,,,IT01695930204,,
IT,FRUTTI DELLA TERRA Soc. Agr.,,,,IT016967908091,,
IT,P.E.A. ENERGY S.R.L.,,,,IT01711730760,,
IT,NOVATEC S.R.L.,,,,IT01719720433,,
IT,AZ. AGRICOLA RAGAZZO FLAVIO,,,,IT01724710304,,
IT,MARRONE GROUP SPA,,,,IT01728710680,,
IT,ASA IMPIANTI S.R.L.,,,,IT01777010818,,
IT,BONGIOVANNI IVAN,,,,IT01805280854,,
IT,NUOVO CENTRO ENERGIA BRAZZOLO DI OSSI CARLO,,,,IT01835500388,,
IT,SOLE & VALORE S.R.L.,,,,IT01843500859,,
IT,TONOLI PIETRO GIORGIO IMP. ELETTRICI,,,,IT01850290980,,
IT,SOGGIORNO FIORDALISO s.r.l.,,,,IT01853090064,,
IT,STUDIO TECNICO TUZZOLINO GIOVANNI,,,,IT01887250855,,
IT,FARC S.R.L.,,,,IT01888410816,,
IT,COOPERATIVA EDILTECNICA A.R.L.,,,,IT01895900783,,
IT,ADRIATICA ENERGIA ALTERNATIVA S.R.L.,,,,IT01925730689,,
IT,CTR IMPIANTI ELETTRICI S.R.L.,,,,IT01945960977,,
IT,GEOTEVERE s.r.l.,,,,IT01983160563,,
IT,L'AVRU S.R.L.,,,,IT02096160904,,
IT,PAL VAL S.R.L.,,,,IT02112150442,,
IT,Azienda Agricola Persegona Paolo e Davide,,,,IT02174950341,,
IT,T.M. ELETTRIC di Talin Moreno,,,,IT02187890278,,
IT,STUDIO TECNICO FANETTI ALESSANDRO,,,,IT02192860209,,
IT,Energia Solare San Vito srl,,,,IT02253400747,,
IT,PARSEC S.R.L.,,,,IT02258610696,,
IT,EUROELETTRICA SRL,,,,IT02267370902,,
IT,FERRARI COSTRUZIONI s.r.l.,,,,IT02277630204,,
IT,NEW GLOBAL ENGINEERING  s.r.l.,,,,IT02278270745,,
IT,Az. Agr. FERRARI Tomaso,,,,IT02285780363,,
IT,ING. ROBERTO COLOMBA,,,,IT02298490810,,
IT,AZ. AGR. ROSETTI MICHELE,,,,IT02317330393,,
IT,MEGA IBLEA SRL,,,,IT02320290816,,
IT,ING. FRANCESCO PAOLUCCI,,,,IT02326260425,,
IT,VIS CONSULTING DI GIULIA VISCARDI E C. SAS,,,,IT02356030607,,
IT,AZIENDA AGRICOLA GIURIOLO ENRICO,,,,IT02370240281,,
IT,GSA - Gruppo Sicurezza Ambiente,,,,IT02376191207,,
IT,AM ENGINEERING S.R.L.,,,,IT02376650699,,
IT,ENERGY SI S.R.L.,,,,IT02377230814,,
IT,BRIVAL S.R.L.,,,,IT02378440065,,
IT,CDR s.r.l.,,,,IT02439160595,,
IT,DITTA IANNE FRANCO,,,,IT02451250753,,
IT,ELEKTROPOINT des Pichler Valentin,,,,IT02482270218,,
IT,GIORGI ELETTRICA di Giorgi Pierluigi,,,,IT02501350405,,
IT,SOLARIA Societ… Agricola S.S.,,,,IT02522231204,,
IT,NOVA DI ZINGARILLO OLGA,,,,IT02540020597,,
IT,OPI IMPIANTI ELETTRICI,,,,IT02544350396,,
IT,ING. CARLO TIRELLI,,,,IT02552970309,,
IT,ANDREA IMPIANTI di Tezza Andrea,,,,IT02558240236,,
IT,GR-SOLAR S.R.L.,,,,IT02565180805,,
IT,ITA&COL S.A.S di Selmi Silvano & Co.,,,,IT02631211204,,
IT,DOTT. ING. MATTEO ASTOLFI,,,,IT02667070425,,
IT,AZIENDA AGRICOLA PENNA PIETRO,,,,IT02724440272,,
IT,PASIMA di Cersosimo Pietro & C. SAS,,,,IT02807830787,,
IT,SMA IMPIANTI ELETTRICI DI BRUN ALBERTO,,,,IT02811290127,,
IT,AZ. AGR. PATELLI DAVIDE,,,,IT02854450166,,
IT,SARDONE RAFFAELE,,,,IT02953620727,,
IT,AL FUEGO ENERGIA S.R.L.,,,,IT02956150540,,
IT,SOLAR 4 S.R.L.,,,,IT03039351204,,
IT,MBC di Bagnoli Mila snc,,,,IT03056340965,,
IT,FRANCHI MASSIMILIANO S.R.L.,,,,IT03060890989,,
IT,SOLARFLUX S.R.L.,,,,IT03095490789,,
IT,ALTENE SRL,,,,IT03097651206,,
IT,Az. Agr. Melano Diego,,,,IT03098950045,,
IT,ELETTRO2A S.N.C. di Andrea e Alessio Filippi,,,,IT03124060231,,
IT,RENIENCE S.R.L.,,,,IT03127520983,,
IT,ELEKTRA di Basile Vincenzo,,,,IT03145230789,,
IT,Azienda Agricola ROSSI GIANCARLO,,,,IT03203170406,,
IT,ORTOLANI SERVICES SAS,,,,IT03240210546,,
IT,PIANA & C. S.N.C.,,,,IT03289670170,,
IT,CASCINA CAMERA SOCIETA' SEMPLICE AGRICOLA,,,,IT03319130047,,
IT,IMMOBILIARE SAN BIAGIO S.R.L.,,,,IT03908420965,,
IT,ING. J. ENRICO LICCHELLI,,,,IT04103280758,,
IT,MZ IMPIANTI ELETTRICI S.N.C.,,,,IT04111210375,,
IT,ECO S.R.L.,,,,IT04120670379,,
IT,ZR IMPIANTI ELETTRICI di Zannin Renato,,,,IT04231390289,,
IT,ELETTRODELTA S.R.L.,,,,IT04423241001,,
IT,GRAZIUSO S.R.L.,,,,IT04431470758,,
IT,MADECON DI ELENA BUSOLIN,,,,IT04465820266,,
IT,BOTTARO DANILO,,,,IT04486800289,,
IT,RCS CAMMELLI FABIANO,,,,IT04518880481,,
IT,RINNOVABILE S.R.L.,,,,IT04636600654,,
IT,ESCOSUD S.R.L.,,,,IT04672840750,,
IT,GATTI STEFANO ENRICO,,,,IT04728450968,,
IT,ARCHIMEDE POWER s.r.l.,,,,IT04815880655,,
IT,COGIPOWER S.R.L.,,,,IT04816980876,,
IT,CALAMAI SIMONE,,,,IT04890550488,,
IT,SAVESYSTEMS S.R.L.,,,,IT04981400650,,
IT,MAGGIPINTO LORENZO,,,,IT05111660725,,
IT,EDIL & IMPIANTI s.r.l.s.,,,,IT05279190879,,
IT,ELETTROVITA SAS DI VITALE ENZO,,,,IT05414431212,,
IT,RE SOLE 3 SRL,,,,IT05668820821,,
IT,NEVERNIGHT SRL,,,,IT05705451218,,
IT,SEP SRL,,,,IT05758100829,,
IT,MANDRANOVA ENERGIA S.R.L.,,,,IT05760830827,,
IT,GB ECOBUILDING S.R.L.,,,,IT06109801214,,
IT,Energy & Services Societ… Cooperativa,,,,IT06172660828,,
IT,BLOOMOTION S.R.L.,,,,IT06496010965,,
IT,IL GERMOGLIO DI MICHELE PANDOLFO E C. S.A.S.,,,,IT06770560156,,
IT,SAPI SOLAR S.A.S.,,,,IT06812441217,,
IT,ARCHEA di Cutolo Gerardo,,,,IT06849320723,,
IT,MAIOCCHI ALDO,,,,IT06919030962,,
IT,COSTRUZIONI & DESIGN S.R.L.,,,,IT07287070721,,
IT,IMPIANTI & ENERGIE S.R.L.S.,,,,IT07832091214,,
IT,RAGGIO DI SOLE 1 s.r.l.,,,,IT079133820960,,
IT,RAGGIO DI SOLE 1 s.r.l.,,,,IT07913820960,,
IT,JET AVIONICS AVIATION & MARINE SERVICE CENTER SRL,,,,IT08305840582,,
IT,MARTIGNONI STEFANO s.r.l.,,,,IT09222770159,,
IT,REALE ENRICO IMPIANTI ELETTRICI,,,,IT0953699064,,
IT,REALE ENRICO IMPIANTI ELETTRICI,,,,IT09536990964,,
IT,ITER S.R.L.,,,,IT09865930151,,
IT,SER PIEMONTE S.R.L.,,,,IT09947250016,,
IT,L'Eva Dor Azienda Agricola di Capello Silvia,,,,IT10118100014,,
IT,KENERGIA Sviluppo s.r.l.,,,,IT10146031009,,
IT,FIORENZA ANGELAROSA Impresa Agricola Semplice,,,,IT10544031007,,
IT,COGERA IMPIANTI di Vivio Fabio,,,,IT10692700155,,
IT,HFV PINCIANA S.R.L.,,,,IT11761701009,,
IT,SUNSOLAR ENERGY S.R.L.,,,,IT11871111008,,
IT,SOC. AGR. DORDONI FRANCESCO LUCA E SIMONE S.S.,,,,IT12285600156,,
IT,GMC Energia e Servizi Srl,,,,IT4218020750,,
IT,TECNOVA s.r.l.,,,,IT5108410720,,
IT,ASSOCIAZIONE STUDENTI BIBLICI TRINITAPOLI,,,,IT90002680719,,
IT,CONDOMINIO FRANCO,,,,IT90036210368,,
IT,CONDOMINIO via Campriani 20/22,,,,IT91063060551,,
BR,"TECNOBOMBAS BOMBAS MOT. E SERVIÇOS, LTDA",,,,,,
ES,Comunidad de Propietarios Complejo,,,,ESH06622419,,
ES,"Global Dominion Access, S.A.",,,,ESA95034856,,
ES,fotovoltaicas Robles SL,,,,ESB05202924,,
ES,Olite solar XII,,,,ESB31961212,,
DE,Elektro Reekers GMBH,,,,DE195332555,,
DE,Stadtwerke Heidenheim AG,,,,DE263593438,,
ES,"RENOVA CONSULTING ENERGETICO, S.L.",,,,ESB85829448,,
ES,"COVAMA ELECTRICA, S.L.U",,,,ESB85067197,,
ES,Bustillo Solar,,,,ESB49262603,,
ES,OCOBIAM S.L.,,,,ESB46226510,,
ES,Electricidad Lebrato C.B.,,,,ESE47623681,,
UY,"COLIDIM, S.A.",,,,,,
MX,GRUPO METROPOLITANO DE AGUA Y SANEAMIENTO SAPI,,,,,,
